S.No.,Name,Ticker,Industry
2745,Hi-Green Carbon Limited,HIGREEN,
2746,Cellecor Gadgets Limited,CELLECOR,
2747,Marco Cables & Conductors Limited,MARCO,
2748,Kody Technolab Limited,KODYTECH,
2749,Kundan Edifice Limited,KEL,
2750,Madhusudan Masala Limited,MADHUSUDAN,
2751,Holmarc Opto-Mechatronics Limited,HOLMARC,
2752,Chavda Infra Limited,CHAVDA,
2753,Unihealth Hospitals Limited,UNIHEALTH,
2754,Jiwanram Sheoduttrai Industries Limited,JIWANRAM,
2755,Pramara Promotions Limited,PRAMARA,
2756,Saroja Pharma Industries India Limited,SAROJA,
2757,Basilic Fly Studio Limited,BASILIC,
2758,Mono Pharmacare Limited,MONOPHARMA,
2759,C P S Shapers Limited,CPS,
2760,Sungarner Energies Limited,SEL,
2761,Crop Life Science Limited,CLSL,
2762,Srivari Spices And Foods Limited,SSFL,
2763,Yudiz Solutions Limited,YUDIZ,
2764,Sangani Hospitals Limited,SANGANI,
2765,Vinsys IT Services India Limited,VINSYS,
2766,Oriana Power Limited,ORIANA,
2767,Zeal Global Services Limited,ZEAL,
2768,Shri Techtex Limited,SHRITECH,
2769,Yasons Chemex Care Limited,YCCL,
2770,Service Care Limited,SERVICE,
2771,Drone Destination Limited,DRONE,
2772,Tridhya Tech Limited,TRIDHYA,
2773,Synoptics Technologies Limited,SYNOPTICS,
2774,Global Pet Industries Limited,GLOBALPET,
2775,Pentagon Rubber Limited,PENTAGON,
2776,Greenchef Appliances Limited,GREENCHEF,
2777,Essen Speciality Films Limited,ESFL,
2778,Magson Retail And Distribution Limited,MAGSON,
2779,Vilin Bio Med Limited,VILINBIO,
2780,Aatmaj Healthcare Limited,AATMAJ,
2781,Cell Point (India) Limited,CELLPOINT,
2782,Urban Enviro Waste Management Limited,URBAN,
2783,Spectrum Talent Management Limited,SPECTSTM,
2784,Kore Digital Limited,KDL,
2785,Sahana System Limited,SAHANA,
2786,Infollion Research Services Limited,INFOLLION,
2787,Proventus Agrocom Limited,PROV,
2788,Vasa Denticity Limited,DENTALKART,
2789,Crayons Advertising Limited,CRAYONS,
2790,Remus Pharmaceuticals Limited,REMUS,
2791,Krishca Strapping Solutions Limited,KRISHCA,
2792,Auro Impex & Chemicals Limited,AUROIMPEX,
2793,De Neers Tools Limited,DENEERS,
2794,Quicktouch Technologies Limited,QUICKTOUCH,
2795,A G Universal Limited,AGUL,
2796,Pattech Fitwell Tube Components Limited,PATTECH,
2797,Mos Utility Limited,MOS,
2798,Infinium Pharmachem Limited,INFINIUM,
2799,Sotac Pharmaceuticals Limited,SOTAC,
2800,Nirman Agri Genetics Limited,NIRMAN,
2801,Quality Foils (India) Limited,QFIL,
2802,Vels Film International Limited,VELS,
2803,Mcon Rasayan India Limited,MCON,
2804,Vertexplus Technologies Limited,VERTEXPLUS,
2805,Systango Technologies Limited,SYSTANGO,
2806,Srivasavi Adhesive Tapes Limited,SRIVASAVI,
2807,Viaz Tyres Limited,VIAZ,
2808,Agarwal Float Glass India Limited,AGARWALFT,
2809,Lead Reclaim And Rubber Products Limited,LRRPL,
2810,Shera Energy Limited,SHERA,
2811,Gayatri Rubbers And Chemicals Limited,GRCL,
2812,Aristo Bio-Tech And Lifescience Limited,ARISTO,
2813,Ducol Organics And Colours Limited,DUCOL,
2814,Chaman Metallics Limited,CMNL,
2815,Anlon Technology Solutions Limited,ANLON,
2816,Rbm Infracon Limited,RBMINFRA,
2817,Homesfy Realty Limited,HOMESFY,
2818,Moxsh Overseas Educon Limited,MOXSH,
2819,Arihant Academy Limited,ARIHANTACA,
2820,Uma Converter Limited,UMA,
2821,Dollex Agrotech Limited,DOLLEX,
2822,All E Technologies Limited,ALLETEC,
2823,Arham Technologies Limited,ARHAM,
2824,Baheti Recycling Industries Limited,BAHETI,
2825,Pritika Engineering Components Limited,PRITIKA,
2826,Amiable Logistics (India) Limited,AMIABLE,
2827,Integrated Personnel Services Limited,IPSL,
2828,Rite Zone Chemcon India Limited,RITEZONE,
2829,Phantom Digital Effects Limited,PHANTOMFX,
2830,Frog Innovations Limited,FROG,
2831,Swastik Pipe Limited,SWASTIK,
2832,QMS Medical Allied Services Limited,QMSMEDI,
2833,Lloyds Luxuries Limited,LLOYDS,
2834,Cyber Media Research & Services Limited,CMRSL,
2835,Kandarp Digi Smart BPO Limited,KANDARP,
2836,Maks Energy Solutions India Limited,MAKS,
2837,Annapurna Swadisht Limited,ANNAPURNA,
2838,Ishan International Limited,ISHAN,
2839,Tapi Fruit Processing Limited,TAPIFRUIT,
2840,Sabar Flex India Limited,SABAR,
2841,Mega Flex Plastics Limited,MEGAFLEX,
2842,Viviana Power Tech Limited,VIVIANA,
2843,Jfl Life Sciences Limited,JFLLIFE,
2844,Ameya Precision Engineers Limited,AMEYA,
2845,Jay Jalaram Technologies Limited,KORE,
2846,Veekayem Fashion and Apparels Limited,VEEKAYEM,
2847,Upsurge Seeds Of Agriculture Limited,USASEEDS,
2848,Agni Green Power Limited,AGNI,
2849,SKP Bearing Industries Limited,SKP,
2850,Kck Industries Limited,KCK,
2851,Rachana Infrastructure Limited,RILINFRA,
2852,Fidel Softech Limited,FIDEL,
2853,Globesecure Technologies Limited,GSTL,
2854,Sonu Infratech Limited,SONUINFRA,
2855,P. E. Analytics Limited,PROPEQUITY,
2856,Swaraj Suiting Limited,SWARAJ,
2857,Cool Caps Industries Limited,COOLCAPS,
2858,Sp Refractories Limited,SPRL,
2859,Shigan Quantum Technologies Limited,SHIGAN,
2860,Vaidya Sane Ayurved Laboratories Limited,MADHAVBAUG,
2861,Richa Info Systems Limited,RICHA,
2862,Precision Metaliks Limited,PRECISION,
2863,Timescan Logistics (India) Limited,TIMESCAN,
2864,Vivo Collaboration Solutions Limited,VIVO,
2865,Foce India Limited,FOCE,
2866,Nidan Laboratories and Healthcare Limited,NIDAN,
2867,D.K. Enterprises Global Limited,DKEGL,
2868,Destiny Logistics & Infra Limited,DESTINY,
2869,Dynamic Services & Security Limited,DYNAMIC,
2870,Bombay Metrics Supply Chain Limited,BMETRICS,
2871,Jainam Ferro Alloys (I) Limited,JAINAM,
2872,Quadpro Ites Limited,QUADPRO,
2873,BEW Engineering Limited,BEWLTD,
2874,DUDIGITAL GLOBAL LIMITED,DUGLOBAL,
2875,Rex Pipes And Cables Industries Limited,REXPIPES,
2876,Walpar Nutritions Limited,WALPAR,
2877,Abhishek Integrations Limited,AILIMITED,
2878,V Marc India Limited,VMARCIND,
2879,Siddhika Coatings Limited,SIDDHIKA,
2880,Party Cruisers Limited,PARTYCRUS,
2881,Ascom Leasing & Investments Limited,ASCOM,
2882,Goldkart Jewels Limited,GOLDKART,
2883,Khfm Hospitality And Facility Management Services Limited,KHFM,
2884,Mindpool Technologies Limited,MINDPOOL,
2885,Surani Steel Tubes Limited,SURANI,
2886,DRS Dilip Roadlines Limited,DRSDILIP,
2887,Shubhlaxmi Jewel Art Limited,SHUBHLAXMI,
2888,Ultra Wiring Connectivity System Limited,UWCSL,
2889,Parin Enterprises Limited,PARIN,
2890,Ushanti Colour Chem Limited,UCL,
2891,AMBANI ORGOCHEM LIMITED,AMBANIORGO,
2892,JAKHARIA FABRIC LIMITED,JAKHARIA,
2893,Mahickra Chemicals Limited,MAHICKRA,
2894,Vera Synthetic Limited,VERA,
2895,Continental Seeds and Chemicals Limited,CONTI,
2896,Giriraj Civil Developers Limited,GIRIRAJ,
2897,Marvel Decor Limited,MDL,
2898,Mohini Health & Hygiene Limited,MHHL,
2899,PARAMPARA DAIRY DELIGHTS LIMITED,PARAMPARA,
2900,Vasa Retail and Overseas Ltd,VASA,
2901,SMVD Poly Pack Limited,SMVD,
2902,Felix Industries Limited,FELIX,
2903,Pulz Electronics Limited,PULZ,
2904,ANI Integrated Services Limited,AISL,
2905,Milton Industries Limited,MILTON,
2906,Omfurn India Limited,OMFURN,
2907,Goldstar Power Limited,GOLDSTAR,
2908,Shree Tirupati Balajee FIBC Limited,TIRUPATI,
2909,Cadsys (India) Limited,CADSYS,
2910,Madhya Pradesh Today Media Limited,MPTODAY,
2911,Manav Infra Projects Limited,MANAV,
2912,Transwind Infrastructures Limited,TRANSWIND,
2913,Accord Synergy Limited,ACCORD,
2914,Vadivarhe Speciality Chemicals Limited,VSCL,
2915,Jalan Transolutions (India) Limited,JALAN,
2916,AVATAR Industries Limited,AVATAR,
2917,Prolife Industries Limited,PROLIFE,
2918,Dhanuka Infra Realty Limited,DIRL,
2919,Alcokraft Distilleries Limited,ALCODIS,
2920,Gretex Industries Limited,GRETEX,
2921,Jet Knitwears Limited,JETKNIT,
2922,AVSL Industries Limited,AVSL,
2923,KKV Agro Powers Limited,KKVAPOW,
2924,Ahimsa Industries Limited,AHIMSA,
2925,Shaival Reality Limited,SHAIVAL,
2926,Emkay Taps and Cutting Tools Limited,EMKAYTOOLS,
